25000
ID NAME TEAM SCORE COMPETITIONS POTATOE
12649 nuRdUqR Tau 1.6 186 true
12650 wTh Theta 2.3 50 true
12651 ZrxpCh Beta 1.5 83 false
12652 jwQF Pi 4.3 137 false
12653 QPtvMvt Gamma 8.5 112 false
12654 lUDbcmB Theta 9.5 98 true
12655 RHRbdEv Theta 1.4 187 true
12656 HKT Beta 1.1 161 true
12657 IQwUaiPWGo Theta 4.6 212 true
12658 IoL Epsilon 5.9 193 false
12659 jLCpD Tau 2.8 34 true
12660 aTQrk Epsilon 5.1 205 false
12661 iPPRluF Delta 7.6 62 true
12662 VyjqmVUOS Lambda 6.8 65 false
12663 dVnktIb Theta 9.9 238 true
12664 DCvBwizp Pi 3.2 243 true
12665 DqviZFLa Theta 4.0 187 false
12666 YFYCGoedDv Gamma 3.1 246 false
12667 kiMOBjh Lambda 8.4 90 false
12668 fxty Epsilon 6.1 140 true
12669 KafiTYq Delta 3.3 245 true
12670 ttqVSNcfbI Alpha 2.3 189 false
12671 iYl Theta 8.6 216 false
12672 VlpVz Alpha 6.1 83 false
12673 mxCpykk Pi 1.1 59 false
12674 BwQzXO Tau 4.9 47 false
12675 UEFFfzZ Delta 8.5 188 false
12676 MZRznO Theta 2.4 119 true
12677 KQxklvyqJj Theta 6.8 216 false
12678 CTaKLHNOa Pi 8.7 51 false
12679 JtgeKccU Beta 9.0 128 false
12680 agsnkMeogx Alpha 6.0 134 true
12681 zcRW Tau 2.9 61 false
12682 MascQFTY Beta 2.2 119 true
12683 czNBaOs Theta 0.9 102 false
12684 CEYEge Gamma 8.9 32 true
12685 rRNExe Delta 5.8 197 true
12686 RCYk Delta 3.8 167 true
12687 WPcWJVKiy Epsilon 9.6 90 true
12688 XEI Gamma 6.0 95 true
12689 ywTpVRGnq Gamma 3.9 157 true
12690 CKUg Theta 3.3 216 true
12691 sDgu Theta 2.7 177 false
12692 vnr Lambda 3.0 84 false
12693 VrxZN Pi 5.6 95 true
12694 NBdnFIKBxA Gamma 9.0 168 true
12695 rTv Gamma 0.3 20 true
12696 bfxn Theta 4.2 240 false
12697 TvOC Epsilon 3.6 217 false
12698 iAna Pi 6.6 166 false
12699 AaaoaZjy Theta 3.7 116 false
12700 IaN Pi 4.7 130 true
12701 GopcIvTGr Pi 3.7 165 false
12702 wfmza Alpha 2.0 149 true
12703 ANnQ Theta 8.3 16 true
12704 mWeryGkgV Alpha 1.8 116 true
12705 pAwsoYo Gamma 1.7 142 false
12706 AxrzjhX Tau 1.7 150 false
12707 tdG Tau 6.7 61 true
12708 KEHC Alpha 8.0 33 true
12709 mtIGSxdY Pi 6.2 225 true
12710 xLno Theta 4.3 106 false
12711 gXXYPRgxjr Delta 0.9 153 false
12712 KyxLlpa Pi 1.5 9 false
12713 PEU Pi 8.4 240 false
12714 yblk Epsilon 0.2 73 true
12715 YsYPKq Pi 8.8 27 false
12716 jmJ Epsilon 7.8 85 true
12717 xsLAQyNfWq Lambda 5.4 22 true
12718 sfbPRcQWl Delta 4.7 233 false
12719 IBwcnLxwdS Epsilon 0.2 65 true
12720 dToRt Pi 4.5 38 true
12721 OKhd Delta 10.0 210 false
12722 aXamiYW Gamma 2.0 85 false
12723 mVrF Tau 8.9 55 false
12724 Chp Theta 9.2 239 false
12725 aYLBhuYmdX Delta 3.9 148 false
12726 kltPraLZt Theta 3.5 81 false
12727 OgcafB Tau 2.3 145 false
12728 vdlsecIe Theta 7.3 0 false
12729 GDg Pi 4.2 158 false
12730 XWatqXBPE Epsilon 1.7 242 false
12731 uiBQqMqxVv Pi 7.4 229 true
12732 sLAZBmso Theta 1.9 184 false
12733 WknvqqNt Tau 5.3 140 false
12734 hya Alpha 3.1 169 true
12735 ErzSQIGM Gamma 4.6 96 true
12736 uDWXySpOgT Gamma 5.2 189 true
12737 fMJEYM Epsilon 5.6 214 true
12738 gFqFFMUnoJ Theta 7.6 224 true
12739 zOdZ Beta 9.7 191 true
12740 VEoJYagl Lambda 5.3 206 false
12741 Luk Gamma 7.7 147 false
12742 UYVogEVH Pi 3.4 27 true
12743 oxmWAUOTX Lambda 9.3 28 true
12744 kOGg Theta 1.3 25 true
12745 xup Tau 8.0 74 false
12746 UjatOnsL Lambda 4.3 98 true
12747 VyHqM Lambda 7.8 244 true
12748 oioxscKtw Epsilon 5.5 164 false
12749 ztNNNshpI Beta 1.9 77 true
12750 WmbkhVQ Pi 3.0 88 false
12751 AJRQai Gamma 9.6 128 false
12752 UftNxncKuV Lambda 0.9 84 false
12753 nuXweH Epsilon 2.4 206 false
12754 qQjdAPo Gamma 7.9 115 true
12755 EvItycuAVa Lambda 0.5 189 false
12756 DUqpxgvCi Epsilon 6.7 19 true
12757 yTsrTArS Lambda 4.1 142 false
12758 BRXfFKSTP Beta 7.9 157 true
12759 gbwuCGFV Gamma 5.3 82 true
12760 zxrIjBVGj Tau 0.4 51 true
12761 urGsvUeWf Alpha 1.2 144 true
12762 ktvXOnnADD Pi 10.0 134 false
12763 fyRE Delta 6.3 117 false
12764 mSJKRa Gamma 7.8 82 true
12765 dRyYcT Gamma 0.2 184 true
12766 jJym Delta 9.8 88 false
12767 PZA Alpha 8.5 241 true
12768 aOWI Lambda 5.6 114 false
12769 oQygIx Gamma 6.5 27 true
12770 WuubX Gamma 9.0 175 true
12771 GdSwSMGmT Pi 7.0 140 true
12772 xKej Pi 7.3 15 false
12773 NKWgssRti Delta 8.5 30 true
12774 fKdJbyLRP Beta 3.6 2 true
12775 PZhfTgyk Delta 7.7 93 false
12776 FzKA Alpha 2.4 240 true
12777 iLaJH Beta 6.6 249 true
12778 DbmhNOEm Alpha 6.7 59 true
12779 yEJWOI Gamma 5.4 152 false
12780 OjYzt Delta 2.8 190 false
12781 xMnobf Lambda 8.6 198 true
12782 apvNuaSpvJ Theta 5.6 243 true
12783 cSEvUi Pi 5.0 122 false
12784 yiSqMtwbiK Pi 8.4 7 false
12785 VgJapaji Epsilon 4.9 247 false
12786 SFoaRtNd Beta 2.6 155 false
12787 DUr Pi 4.2 65 true
12788 obHam Beta 9.2 209 true
12789 RcZHUQEqVH Tau 3.9 238 false
12790 yXvjUHYVV Theta 6.9 241 false
12791 ywcK Delta 6.1 19 false
12792 ROs Delta 3.9 97 false
12793 WyvVAEu Gamma 2.1 114 false
12794 FNJ Alpha 0.7 76 false
12795 ucSCW Beta 5.3 138 true
12796 UqMAShHIDT Alpha 8.7 96 true
12797 etzm Gamma 3.0 109 true
12798 oYGg Alpha 3.6 14 false
12799 rff Tau 6.8 5 true
12800 RqMtJZAgOq Tau 5.6 234 false
12801 lnX Delta 0.8 159 true
12802 kndLTBxDzS Delta 8.7 181 false
12803 ALgfLRpuZ Beta 3.0 174 true
12804 IeLIF Epsilon 7.5 109 false
12805 VlykovFd Theta 9.9 27 false
12806 LpYsOZmmcf Beta 1.6 75 true
12807 YmKRO Epsilon 9.1 238 true
12808 CTDJqwxBQ Theta 3.3 238 true
12809 SWDNdffe Beta 5.5 169 false
12810 cdDqU Delta 7.4 169 true
12811 auWAqqdXDC Lambda 1.2 23 false
12812 tDhx Delta 9.0 184 false
12813 goWWSWbYu Tau 5.5 77 true
12814 NKi Beta 2.7 219 true
12815 qYZsOy Theta 6.4 61 true
12816 jzHw Beta 1.8 120 false
12817 LrcdOQ Alpha 4.3 202 false
12818 DACqzdntFe Gamma 2.7 22 true
12819 BVfps Lambda 4.5 149 false
12820 dhEskK Alpha 0.5 119 true
12821 pliDY Gamma 3.0 119 false
12822 skrMc Gamma 4.3 47 true
12823 xjnpVhCe Tau 0.7 193 false
12824 klPp Tau 5.7 239 true
12825 zoIGjDhGM Delta 7.4 1 false
12826 MkMbYWB Gamma 1.8 194 true
12827 hGEfAqrgC Epsilon 0.3 205 true
12828 uRL Epsilon 2.8 90 true
12829 GNDsjMcYC Epsilon 9.3 188 true
12830 rmyo Lambda 7.8 61 true
12831 qNYspZtDpL Gamma 9.6 134 false
12832 TlyoRmjFqx Tau 9.1 11 true
12833 YltxtZ Tau 1.4 46 false
12834 EOt Lambda 1.7 154 false
12835 HkUmD Beta 1.2 170 true
12836 YlBTdyeBs Epsilon 9.1 239 false
12837 JBWNjEP Gamma 4.3 140 true
12838 NpOMNFQ Gamma 3.5 222 true
12839 urlumT Beta 8.9 59 true
12840 tyrjJy Delta 9.6 206 true
12841 FAnuHGX Tau 6.4 54 false
12842 WMtppZc Lambda 5.6 31 false
12843 NzxNJE Pi 3.4 197 false
12844 oyypQgXjC Lambda 3.7 184 true
12845 AzYOrZPNsv Tau 2.0 140 true
12846 HiECwVxRyC Tau 0.1 207 true
12847 hUqSkNyEDg Delta 2.6 237 true
12848 bWEeKwHYU Theta 0.7 27 true
12849 PMquP Lambda 4.7 193 false
12850 tgcztHAiIY Theta 3.7 222 false
12851 ZqHHQbB Theta 6.6 68 true
12852 DOlH Pi 6.6 7 true
12853 AKJ Beta 9.8 165 true
12854 wGZwlsZf Beta 0.5 128 false
12855 kMXwGOKWka Beta 8.3 182 true
12856 ZiNXbrPhaE Gamma 1.5 229 false
12857 WVuxKDG Delta 1.4 182 true
12858 xKO Alpha 9.9 151 false
12859 hsgFAm Tau 6.4 71 false
12860 RmiqPnr Alpha 7.3 191 false
12861 MPRvaeT Lambda 9.2 159 true
12862 kIfHEjVhah Pi 2.6 158 true
12863 tMFTy Alpha 7.3 157 true
12864 KWCsP Epsilon 1.7 154 false
12865 LIGPUVpQI Alpha 6.7 82 false
12866 RJqlE Pi 10.0 229 true
12867 VhgPVinMn Pi 4.0 115 true
12868 WrJLgnN Lambda 0.9 61 true
12869 xsyKd Theta 9.6 18 false
12870 MOaFudiVJX Pi 5.0 178 false
12871 JURznQg Epsilon 6.5 111 true
12872 vsIAZC Lambda 9.2 196 false
12873 cQiemTbuW Gamma 0.4 16 true
12874 KYOmg Delta 8.2 155 true
12875 TqBSj Tau 3.0 44 true
12876 ssRVXzdV Beta 9.7 11 true
12877 WxVrzUzeiF Epsilon 8.2 204 true
12878 zjx Delta 6.5 3 true
12879 hchtLO Delta 3.0 176 true
12880 zrpfntnDYW Delta 8.1 116 false
12881 FOG Pi 4.8 114 true
12882 rqCCieT Lambda 1.1 22 true
12883 avklPRS Gamma 2.5 244 true
12884 ILlSGgBMnA Alpha 1.7 165 false
12885 YxcALTjAs Pi 9.2 180 false
12886 sAKXJ Delta 2.2 63 false
12887 PvOwsfMkC Delta 8.6 248 true
12888 KgWeEyQmZL Lambda 1.0 167 true
12889 hcVxJN Lambda 8.2 247 true
12890 UuUL Lambda 0.5 136 true
12891 beM Delta 6.0 153 true
12892 hxzO Theta 1.3 244 false
12893 PfsKabTWG Delta 9.5 243 true
12894 SxVIqg Theta 4.9 228 true
12895 KvCtuoNkM Lambda 3.2 227 true
12896 XOMfx Alpha 3.4 222 false
12897 mpyR Theta 2.3 64 true
12898 zBao Tau 1.2 162 false
12899 cvDxJWij Pi 7.5 81 false
12900 hYItb Beta 1.0 20 true
12901 tEh Delta 0.3 53 true
12902 CkZ Pi 10.0 178 false
12903 keNky Beta 5.3 75 true
12904 NnKxPOYH Tau 0.3 149 true
12905 spGZqcxO Theta 3.1 100 false
12906 QFg Tau 1.2 42 false
12907 QaELJzXbzj Epsilon 1.3 94 true
12908 CjrIq Gamma 5.4 4 false
12909 INsjysI Delta 1.5 14 true
12910 tGvHqfKFbD Alpha 4.2 167 true
12911 JoaeKuRYA Pi 2.0 67 true
12912 uGwmDU Lambda 9.7 231 true
12913 DxA Theta 3.2 108 true
12914 PZnYa Gamma 5.4 226 false
12915 iqBxr Epsilon 9.5 37 false
12916 NNk Beta 4.8 200 true
12917 dVYgXN Tau 9.9 94 false
12918 wLtaYrwq Tau 2.6 13 true
12919 rAPlqijCwi Beta 3.9 6 true
12920 VwYpq Alpha 1.0 118 false
12921 GazZOTgkLQ Lambda 4.9 166 false
12922 xXENRGhnz Theta 0.2 126 true
12923 GJrBHns Alpha 8.8 240 true
12924 wOG Theta 9.8 12 true
12925 DFJxmYsHv Lambda 9.2 211 false
12926 NjikRngD Beta 1.4 194 false
12927 lxQMYI Lambda 0.4 209 false
12928 tuEruR Delta 6.8 51 false
12929 GtU Alpha 7.1 180 false
12930 HmXHknUr Theta 7.4 33 false
12931 WsdS Alpha 0.5 157 true
12932 lfSWtkh Tau 9.3 22 true
12933 OUr Beta 8.0 243 true
12934 XjJsJYYInG Alpha 0.8 202 true
12935 eaX Tau 5.7 143 false
12936 mGl Alpha 9.0 130 false
12937 BVRIrJtoVA Alpha 2.3 53 false
12938 fXdxiLc Epsilon 8.6 213 false
12939 uEHkFASpE Alpha 4.3 227 true
12940 UMAp Epsilon 2.4 6 false
12941 aBhzdQVDgF Tau 9.5 8 false
12942 CTiv Lambda 0.8 62 true
12943 quRjYlG Delta 9.7 126 false
12944 LWbzVOfVqy Beta 9.2 36 true
12945 NwDludiJy Pi 4.1 166 false
12946 RdktRfa Tau 6.8 85 false
12947 mQvjlVg Theta 8.7 37 true
12948 lbSwGQjDj Gamma 0.7 168 true
12949 EZBUmkpB Tau 3.5 237 true
12950 TsFoYQ Beta 2.6 245 false
12951 asTy Delta 9.6 51 true
12952 dpcNGSC Alpha 5.3 239 false
12953 dhX Lambda 4.4 216 false
12954 haqTXsaHq Lambda 9.2 52 true
12955 ybnDNPN Delta 0.1 216 false
12956 jilqN Delta 0.2 69 true
12957 gRbgRmPGqn Pi 4.0 86 false
12958 tKRr Lambda 6.7 58 false
12959 ahotDivFz Alpha 6.4 49 true
12960 sSy Beta 2.5 120 true
12961 ORdu Delta 4.4 13 false
12962 zgxhEBd Gamma 6.0 181 true
12963 pCxJPDjMhM Epsilon 0.1 84 true
12964 LBkg Tau 7.2 16 true
12965 VyQio Epsilon 6.0 136 true
12966 wOPAmMMiSY Gamma 5.6 5 false
12967 XBcnmkY Delta 1.9 176 true
12968 XXHKh Beta 5.8 173 false
12969 gEl Pi 10.0 91 true
12970 kIUZwPdzd Theta 7.8 15 true
12971 qhfxQwSFZa Pi 5.9 57 false
12972 YMRLNF Theta 3.6 238 false
12973 pwSjERoL Alpha 1.5 101 false
12974 ANs Gamma 0.9 33 true
12975 FQMsFG Beta 8.6 151 false
12976 BSW Lambda 2.6 228 false
12977 NoasiHXg Delta 7.5 157 false
12978 mmgbiJLR Lambda 2.9 159 true
12979 malflM Alpha 1.9 76 true
12980 nyDCD Epsilon 2.9 243 false
12981 rnwElvrT Theta 1.0 250 false
12982 fiEOBGXRPc Delta 6.7 222 false
12983 wXr Gamma 5.0 174 false
12984 DoEB Pi 0.6 34 true
12985 Zyk Delta 4.3 30 true
12986 uUMpWyaeX Delta 7.2 33 true
12987 wfmucfejev Beta 1.8 27 true
12988 Nrd Theta 7.4 34 true
12989 CiLYVMYH Pi 1.3 25 false
12990 EBhsPc Gamma 3.4 180 false
12991 MrIjGqVeDB Pi 9.3 113 true
12992 wRD Gamma 2.9 156 false
12993 HPHpiZjIeK Epsilon 0.9 142 true
12994 FSZeGZ Beta 4.5 150 true
12995 jFjOzYULxm Theta 0.7 47 false
12996 JIIQUox Delta 3.1 157 true
12997 pNI Theta 8.2 168 false
12998 JHugVWJVD Epsilon 5.6 146 false
12999 kVItMbB Lambda 5.9 144 true
13000 CJShsAq Theta 5.6 22 true
13001 oiIl Theta 5.5 166 true
13002 TFojSxv Alpha 2.9 120 true
13003 XYoeo Theta 0.1 221 false
13004 cQduTK Delta 5.7 240 false
13005 jNCn Beta 9.6 140 false
13006 muTM Beta 3.6 123 false
13007 qcD Alpha 3.1 48 true
13008 AAkvQC Theta 9.9 23 true
13009 FUFFKDOaR Gamma 1.5 54 false
13010 jAotfjkJS Delta 0.1 247 true
13011 XNhVRZm Beta 5.9 41 false
13012 mRxq Alpha 2.5 58 false
13013 UZpZ Delta 2.3 167 false
13014 qko Epsilon 2.0 54 false
13015 kvWnzuLZ Alpha 7.6 99 false
13016 lEELbjAKnO Tau 8.0 70 true
13017 RkPMJdaEo Tau 5.4 44 false
13018 GCswKkc Theta 5.0 231 false
13019 ejVcm Delta 0.4 78 false
13020 rjCF Tau 0.1 74 false
13021 isFyediD Tau 9.9 68 false
13022 gzJ Lambda 6.9 128 true
13023 UNgcQB Pi 3.1 102 true
13024 QJbL Lambda 5.0 231 false
13025 euminvb Alpha 8.6 56 true
13026 cRtUlXEzx Epsilon 4.0 166 true
13027 fKObJXE Delta 0.2 227 true
13028 rUUVjQr Tau 3.9 149 true
13029 YHOYxNIB Lambda 0.4 210 false
13030 kXD Beta 4.8 126 true
13031 mtnzk Lambda 6.3 210 true
13032 bTAkGdkxGc Pi 2.3 6 true
13033 YbwXq Delta 5.0 75 true
13034 HiR Tau 3.9 71 false
13035 yONaLoq Delta 5.8 205 true
13036 eyKVPr Delta 2.1 219 true
13037 BdEwWeYc Delta 0.9 178 false
13038 qQKh Pi 3.1 174 false
13039 oPHA Lambda 3.5 150 true
13040 XVU Epsilon 4.3 237 true
13041 iCwcUZ Tau 6.8 210 true
13042 kWTF Alpha 0.5 28 false
13043 bGvnQ Delta 1.3 83 false
13044 DzIXqRtHtj Lambda 5.8 82 true
13045 XzPr Theta 4.2 1 true
13046 CJnlHuhF Delta 8.6 92 false
13047 IHGhagXdN Alpha 1.5 73 false
13048 MAuAGqxp Gamma 2.6 65 false
13049 KCtXoDd Delta 8.6 46 true
13050 USPvk Alpha 1.1 191 false
13051 TdKSQpbL Gamma 9.8 150 true
13052 MmNKV Gamma 9.3 227 false
13053 vpkWa Delta 5.7 107 true
13054 Jhr Alpha 2.0 202 false
13055 dHGHTD Gamma 9.3 89 false
13056 QwKYZff Pi 7.0 104 false
13057 yQFjzadU Gamma 5.5 185 false
13058 YAVqInzzRu Beta 0.5 36 false
13059 oOqTqWO Epsilon 8.0 36 true
13060 Iqs Gamma 0.7 226 true
13061 VFAZZ Gamma 4.0 240 true
13062 wmY Alpha 8.5 61 true
13063 djeZSHsL Alpha 8.5 34 false
13064 qyX Delta 3.5 78 true
13065 HVxXvJoY Lambda 3.9 72 false
13066 MUWIIEfZr Epsilon 4.8 116 false
13067 XIfsEGLX Theta 3.4 49 true
13068 jrjblkZ Gamma 7.8 208 true
13069 kmjHvTIc Tau 1.0 78 true
13070 CKYuP Gamma 2.2 74 false
13071 UGQ Epsilon 9.5 60 false
13072 JwLNERjub Tau 5.6 22 false
13073 nOMsMv Pi 5.9 217 false
13074 GhfogQOss Alpha 9.2 188 true
13075 tnifow Delta 1.1 59 false
13076 pNi Theta 3.1 232 false
13077 OEZKBArC Lambda 6.9 91 false
13078 svAeHEHy Lambda 4.7 27 false
13079 xIf Gamma 4.8 163 true
13080 cqT Alpha 4.3 66 false
13081 ganoWm Pi 7.0 79 true
13082 sDQZ Pi 0.1 100 true
13083 NEhZWkb Gamma 4.6 60 false
13084 SDpWw Tau 1.0 9 true
13085 PNYOvJ Alpha 2.0 113 true
13086 nbTHkgz Alpha 0.9 4 false
13087 BoDvZU Theta 3.7 224 false
13088 TTRRBVpsof Pi 5.1 91 true
13089 GsdvPiS Alpha 4.0 165 true
13090 ZHRDbCCd Pi 1.4 79 true
13091 BFK Lambda 6.7 223 false
13092 HzkCzYigfp Lambda 9.5 131 false
13093 WvfJDnJhb Alpha 6.6 89 false
13094 aHeQGmpt Delta 9.5 149 false
13095 Kex Epsilon 7.3 79 false
13096 ACvYdnckn Tau 1.0 89 true
13097 SlJSiFDPDW Alpha 2.4 1 false
13098 evc Tau 3.8 235 true
13099 UfPVmCn Theta 7.4 157 true
13100 ZhLa Gamma 6.6 5 false
13101 pqfXYlaHz Alpha 9.1 108 true
13102 zGXQcCni Alpha 7.3 233 false
13103 TttYi Delta 5.3 168 true
13104 LbPbVL Epsilon 7.9 48 true
13105 FUBMnBN Gamma 4.0 96 false
13106 BpblG Epsilon 5.5 36 true
13107 qaQAAmkRlO Lambda 7.3 153 false
13108 eFtJK Tau 5.6 37 true
13109 FBkOflsE Gamma 2.9 31 false
13110 Inht Tau 2.5 150 true
13111 VQCOpzzQ Pi 5.7 153 true
13112 zzFmkDAT Epsilon 3.4 121 true
13113 IAghenbpu Alpha 2.5 2 true
13114 QZadyNU Beta 6.9 172 false
13115 iEiXDOTJH Gamma 6.9 1 false
13116 zAlUiPSJua Beta 9.2 170 false
13117 kLoG Pi 1.9 149 false
13118 lwq Alpha 8.2 54 false
13119 eQDETw Tau 5.2 191 false
13120 dhLSTEZB Delta 1.4 163 false
13121 hlwJ Theta 5.9 15 true
13122 ssBZJwQZYu Gamma 4.1 15 false
13123 JPwh Tau 1.0 81 false
13124 GtdJZAx Pi 4.6 97 true
13125 VHzpj Tau 6.3 8 true
13126 allVGtgF Lambda 6.1 76 true
13127 bcdOnCbhl Lambda 7.3 40 false
13128 WQgw Alpha 1.8 228 false
13129 aPWkHMo Tau 5.7 71 false
13130 dBlxJ Delta 3.8 126 true
13131 CKHGm Lambda 9.9 84 true
13132 EpueQ Pi 5.4 237 true
13133 GrOMutq Pi 3.6 183 false
13134 GsbbHBAlr Beta 5.3 126 true
13135 Ggy Pi 7.7 91 true
13136 dRlyq Theta 4.2 34 true
13137 XxlEqc Beta 3.0 174 true
13138 uFrWE Theta 6.8 170 true
13139 cBGhMJEg Delta 0.2 249 true
13140 ObOSQtszP Epsilon 5.9 116 true
13141 DJEaJ Tau 9.6 231 false
13142 eOZgLVwyFl Lambda 3.1 171 false
13143 hXaB Beta 6.6 48 false
13144 IEkf Theta 8.6 96 false
13145 VcQMgkVL Gamma 6.1 67 false
13146 rbu Tau 3.0 222 true
13147 ZhQF Delta 4.2 198 true
13148 uhYOVNZ Theta 4.7 53 false
13149 LTGCSSHQdo Tau 4.6 76 true
13150 efuVCNdX Theta 0.7 138 false
13151 AbxvpJHb Gamma 0.5 39 false
13152 ZyMH Alpha 5.1 169 false
13153 FlDdkkEwpz Lambda 0.9 28 true
13154 oRkK Beta 0.5 104 false
13155 FGtONhRmIe Epsilon 5.0 72 false
13156 liAHfymFXK Beta 5.4 86 true
13157 argqupbBVN Beta 3.3 105 false
13158 jVF Epsilon 9.8 186 true
13159 IUHxgJuoe Theta 7.8 93 false
13160 bbVTIWQKn Lambda 1.9 117 true
13161 BDOIq Epsilon 4.3 18 false
13162 fSFKmbmH Alpha 9.4 46 false
13163 lYUr Pi 5.5 36 true
13164 gerqOcWv Beta 1.3 201 false
13165 KSZfmmgd Epsilon 0.6 204 false
13166 nrUQSNr Tau 6.9 214 false
13167 aiQHnPLKj Epsilon 5.7 96 true
13168 jTPD Lambda 2.0 180 true
13169 lxmPeUyc Beta 4.4 122 true
13170 eWGa Epsilon 2.2 165 true
13171 SXB Beta 2.4 17 true
13172 UaybWpSi Alpha 3.1 233 true
13173 ldLlYatAD Theta 1.3 159 false
13174 MNnAJ Beta 4.0 129 true
13175 eCAjXH Delta 3.7 22 false
13176 EHZ Theta 10.0 210 true
13177 xTOkv Epsilon 1.3 79 false
13178 cgYRGTCumg Beta 8.0 8 true
13179 wSLKo Lambda 5.4 238 true
13180 nSkf Delta 10.0 160 false
13181 RTwZVA Epsilon 9.5 80 true
13182 wmpDxKY Epsilon 7.0 236 false
13183 NqIUlF Gamma 3.4 40 true
13184 sQafENLq Beta 0.7 234 false
13185 qDB Gamma 2.2 163 true
13186 Ajoce Lambda 1.4 131 true
13187 GWmLjaKfF Epsilon 5.3 119 false
13188 bcBPaAs Pi 5.2 151 false
13189 mPgmEAw Delta 4.3 123 true
13190 PQif Delta 4.8 172 false
13191 JNXn Delta 4.6 72 true
13192 oJbU Tau 3.3 73 false
13193 exzrbQUEg Alpha 0.1 59 true
13194 ntKCfCi Delta 2.5 37 true
13195 CZpLg Pi 2.9 116 false
13196 PDAcg Theta 1.2 65 true
13197 tzlcJyRAA Delta 9.6 159 false
13198 bHnRLPIkRE Pi 8.8 81 false
13199 HkvI Gamma 4.2 86 true
13200 qLA Delta 7.3 222 false
13201 FvYLoOiB Gamma 4.7 67 false
13202 FGVtbewQm Delta 3.7 15 true
13203 kVmXMRu Alpha 7.7 117 true
13204 HXRVX Alpha 8.0 101 true
13205 DzYBGFq Gamma 6.7 211 false
13206 ByEI Delta 2.8 123 true
13207 lhvDG Lambda 3.3 156 false
13208 hamiy Lambda 8.7 211 true
13209 CJjuiXAx Beta 2.4 39 false
13210 rUZF Gamma 9.2 60 false
13211 JZTJSWz Alpha 5.3 54 false
13212 mWNimG Gamma 3.6 72 false
13213 NAsYej Gamma 3.5 61 false
13214 muw Beta 6.0 136 true
13215 RxInTWUja Lambda 7.1 130 true
13216 SRyAy Delta 9.1 230 false
13217 NFDsoYj Lambda 4.4 145 true
13218 qtH Alpha 1.4 102 true
13219 pLhW Gamma 8.9 188 true
13220 FjSpxfBbGq Gamma 0.6 90 false
13221 jWBM Tau 9.7 157 false
13222 KLdqPP Epsilon 1.8 26 true
13223 bUBJ Pi 1.3 68 false
13224 fdfHmud Theta 5.2 201 true
13225 FyEVp Gamma 9.2 171 true
13226 uGzdyuD Pi 5.2 198 false
13227 oMZhWh Epsilon 0.4 123 false
13228 ZFVl Beta 3.5 46 false
13229 fPn Pi 5.7 215 true
13230 gmsB Lambda 1.9 129 false
13231 aNINfg Gamma 4.0 17 false
13232 yfUJrfdIFt Beta 2.3 205 true
13233 hqKWol Lambda 2.2 170 false
13234 PHe Pi 5.5 159 false
13235 Kzw Epsilon 9.1 70 false
13236 qjopkX Gamma 8.0 106 false
13237 fOYhFCnz Lambda 2.2 152 true
13238 CALCkaWCz Alpha 0.3 230 false
13239 Fwe Lambda 8.5 165 false
13240 ZJS Epsilon 6.3 60 true
13241 CJMgVNDpT Gamma 2.0 172 false
13242 qCbNg Tau 7.4 182 true
13243 KCUq Lambda 3.6 204 false
13244 oquJwIgok Tau 2.4 197 true
13245 SVObLPIC Gamma 6.0 10 true
13246 UmhrOMWIre Epsilon 3.6 7 true
13247 WdeGYPE Delta 2.4 196 false
13248 oZbmdJyiG Lambda 3.5 144 false
13249 wQWydBRxNb Lambda 5.9 35 false
13250 CAR Delta 0.3 183 true
13251 OgCDtlZ Beta 5.8 5 true
13252 FvL Alpha 9.4 146 true
13253 ZEv Pi 9.9 85 true
13254 PcW Beta 4.8 94 false
13255 peAZhQhV Epsilon 2.2 196 true
13256 CsU Theta 3.1 49 true
13257 GhuV Gamma 9.8 0 true
13258 oOZbUemePq Epsilon 7.5 163 false
13259 wEbd Lambda 7.6 185 true
13260 Xsjoq Gamma 9.3 88 false
13261 vXbgI Epsilon 1.9 230 false
13262 ZUTztOwH Theta 4.2 58 false
13263 ehUqXZl Beta 3.6 184 false
13264 idzjmpOVV Epsilon 3.5 56 true
13265 rotsQjagmf Beta 6.8 129 true
13266 BAy Pi 3.5 171 true
13267 UaSgl Tau 8.2 152 false
13268 PaCjI Pi 5.6 99 false
13269 euqTJneil Alpha 1.0 41 true
13270 mGbb Theta 4.7 186 false
13271 oBFRnukls Pi 7.7 68 true
13272 HzJKoNnH Gamma 1.8 242 true
13273 zRPlVpGfiy Alpha 0.6 126 true
13274 hfvdRRKOq Theta 7.1 231 false
13275 hOtwDVwnp Delta 5.5 181 false
13276 OkV Tau 6.4 125 false
13277 WeRTrl Delta 2.5 161 false
13278 olluzb Delta 1.0 86 false
13279 ZwGOTU Beta 5.8 5 true
13280 EQt Pi 2.0 197 false
13281 jvN Theta 9.7 151 true
13282 chzo Lambda 6.7 108 true
13283 FlYI Epsilon 2.0 212 false
13284 vjyWCyWMk Pi 7.9 151 false
13285 yNfpb Lambda 8.7 146 true
13286 HOd Delta 3.9 208 true
13287 KrNbsEQ Epsilon 5.9 229 true
13288 UbwWWoBnkh Tau 3.6 132 false
13289 ZSZzM Theta 2.4 181 true
13290 YoQiIoeo Alpha 7.1 250 true
13291 svVzPchzOS Beta 9.0 62 false
